,street_width,street_traffic,street_lane,street_orientation
5910,31.0,4.0,3.0,3.0
5911,40.75,1.0,4.0,2.0
5912,0.0,-1.0,0.0,-1.0
5913,0.0,-1.0,0.0,-1.0
5914,50.0,1.0,5.0,2.0
5915,50.0,1.0,5.0,2.0
5916,40.5,1.0,4.0,2.0
5917,40.5,1.0,4.0,2.0
5918,40.5,1.0,4.0,2.0
5919,51.0,1.0,5.0,2.0
5920,51.0,1.0,5.0,2.0
5921,0.0,-1.0,0.0,-1.0
5922,38.2,4.0,3.8,3.0
5923,38.2,4.0,3.8,3.0
5924,38.2,4.0,3.8,3.0
5925,51.0,1.0,5.0,2.0
5926,51.0,1.0,5.0,2.0
5927,30.0,4.0,3.0,3.0
5928,30.0,4.0,3.0,3.0
5929,30.0,4.0,3.0,3.0
5930,30.0,4.0,3.0,3.0
5931,30.0,4.0,3.0,3.0
5932,30.0,4.0,3.0,3.0
5933,0.0,-1.0,0.0,-1.0
5934,0.0,-1.0,0.0,-1.0
5935,0.0,-1.0,0.0,-1.0
5936,30.0,4.0,3.0,3.0
5937,30.0,4.0,3.0,3.0
5938,30.0,4.0,3.0,3.0
5939,30.0,4.0,3.0,3.0
5940,30.0,4.0,3.0,3.0
5941,30.0,4.0,3.0,3.0
5942,30.0,4.0,3.0,3.0
5943,30.0,4.0,3.0,3.0
5944,70.0,4.0,7.0,2.0
5945,70.0,4.0,7.0,2.0
5946,50.0,4.0,5.0,2.0
5947,30.0,4.0,3.0,3.0
5948,30.0,4.0,3.0,3.0
5949,30.0,4.0,3.0,3.0
5950,0.0,-1.0,0.0,-1.0
5951,0.0,-1.0,0.0,-1.0
5952,30.0,4.0,3.0,3.0
5953,30.0,4.0,3.0,3.0
5954,30.0,4.0,3.0,3.0
5955,0.0,-1.0,0.0,-1.0
5956,30.0,4.0,3.0,3.0
5957,30.0,4.0,3.0,3.0
5958,30.0,4.0,3.0,3.0
5959,30.0,4.0,3.0,3.0
5960,30.0,4.0,3.0,3.0
5961,30.0,4.0,3.0,3.0
5962,30.0,4.0,3.0,3.0
5963,30.0,4.0,3.0,3.0
5964,60.0,1.0,5.0,2.0
5965,46.5,1.0,4.0,2.0
5966,46.5,1.0,4.0,2.0
5967,46.5,1.0,4.0,2.0
5968,46.5,1.0,4.0,2.0
5969,30.0,4.0,3.0,3.0
5970,30.0,4.0,3.0,3.0
5971,0.0,-1.0,0.0,-1.0
5972,0.0,-1.0,0.0,-1.0
5973,0.0,-1.0,0.0,-1.0
5974,30.0,4.0,3.0,3.0
5975,30.0,4.0,3.0,3.0
5976,30.0,4.0,3.0,3.0
5977,30.0,4.0,3.0,3.0
5978,30.0,4.0,3.0,3.0
5979,30.0,4.0,3.0,3.0
5980,30.0,4.0,3.0,3.0
5981,30.0,4.0,3.0,3.0
5982,30.0,4.0,3.0,3.0
5983,30.0,4.0,3.0,3.0
5984,30.0,4.0,3.0,3.0
5985,30.0,4.0,3.0,3.0
5986,30.0,4.0,3.0,3.0
5987,30.0,4.0,3.0,3.0
5988,30.0,4.0,3.0,3.0
5989,30.0,4.0,3.0,3.0
5990,30.0,4.0,3.0,3.0
5991,30.0,4.0,3.0,3.0
5992,30.0,4.0,3.0,3.0
5993,30.0,4.0,3.0,3.0
5994,30.0,4.0,3.0,3.0
5995,30.0,4.0,3.0,3.0
5996,30.0,4.0,3.0,3.0
5997,0.0,-1.0,0.0,-1.0
5998,30.0,4.0,3.0,3.0
5999,50.0,4.0,4.5,2.0
6000,70.0,4.0,6.0,2.0
6001,70.0,4.0,6.0,2.0
6002,70.0,4.0,6.0,2.0
6003,30.0,4.0,3.0,3.0
6004,30.0,4.0,3.0,3.0
6005,30.0,4.0,3.0,3.0
6006,30.0,4.0,3.0,3.0
6007,30.0,4.0,3.0,3.0
6008,30.0,4.0,3.0,3.0
6009,30.0,4.0,3.0,3.0
6010,0.0,-1.0,0.0,-1.0
6011,30.0,4.0,3.0,3.0
6012,30.0,4.0,3.0,3.0
6013,30.0,4.0,3.0,3.0
6014,30.0,4.0,3.0,3.0
6015,30.0,4.0,3.0,3.0
6016,30.0,4.0,3.0,3.0
6017,30.0,4.0,3.0,3.0
6018,30.0,4.0,3.0,3.0
6019,30.0,4.0,3.0,3.0
6020,30.0,4.0,3.0,3.0
6021,30.0,4.0,3.0,3.0
6022,30.0,4.0,3.0,3.0
6023,30.0,4.0,3.0,3.0
6024,30.0,4.0,3.0,3.0
6025,30.0,4.0,3.0,3.0
6026,45.0,3.0,4.5,2.0
6027,45.0,3.0,4.5,2.0
6028,45.0,3.0,4.5,2.0
6029,45.0,3.0,4.5,2.0
6030,45.0,3.0,4.5,2.0
6031,30.0,4.0,3.0,3.0
6032,30.0,4.0,3.0,3.0
6033,30.0,4.0,3.0,3.0
6034,30.0,4.0,3.0,3.0
6035,30.0,4.0,3.0,3.0
6036,30.0,4.0,3.0,3.0
6037,30.0,4.0,3.0,3.0
6038,30.0,4.0,3.0,3.0
6039,30.0,4.0,3.0,3.0
6040,30.0,4.0,3.0,3.0
6041,30.0,4.0,3.0,3.0
6042,30.0,4.0,3.0,3.0
6043,30.0,4.0,3.0,3.0
6044,30.0,4.0,3.0,3.0
6045,30.0,4.0,3.0,3.0
6046,30.0,4.0,3.0,3.0
6047,30.0,4.0,3.0,3.0
6048,30.0,4.0,3.0,3.0
6049,30.0,4.0,3.0,3.0
6050,44.0,3.0,4.714286,0.0
6051,44.0,3.0,4.714286,0.0
6052,44.0,3.0,4.714286,0.0
6053,44.0,3.0,4.714286,0.0
6054,44.0,3.0,4.714286,0.0
6055,44.0,3.0,4.714286,0.0
6056,44.0,3.0,4.714286,0.0
6057,44.0,3.0,4.714286,0.0
6058,61.0,3.0,6.0,2.0
6059,61.0,3.0,6.0,2.0
6060,61.0,3.0,6.0,2.0
6061,61.0,3.0,6.0,2.0
6062,61.0,3.0,6.0,2.0
6063,61.0,3.0,6.0,2.0
6064,61.0,3.0,6.0,2.0
6065,61.0,3.0,6.0,2.0
6066,30.0,1.0,3.0,3.0
6067,48.9,3.0,5.0,2.0
6068,48.9,3.0,5.0,2.0
6069,60.0,3.0,6.0,2.0
6070,60.0,3.0,6.0,2.0
6071,60.0,3.0,6.0,2.0
6072,45.0,3.0,4.5,2.0
6073,45.0,3.0,4.5,2.0
6074,45.0,3.0,4.5,2.0
6075,45.0,3.0,4.5,2.0
6076,45.0,3.0,4.5,2.0
6077,30.0,4.0,3.0,3.0
6078,52.2,3.0,5.0,2.0
6079,52.2,3.0,5.0,2.0
6080,52.2,3.0,5.0,2.0
6081,60.0,3.0,6.0,2.0
6082,60.0,3.0,6.0,2.0
6083,60.0,3.0,6.0,2.0
6084,60.0,3.0,6.0,2.0
6085,53.333332,3.0,5.3333335,2.0
6086,53.333332,3.0,5.3333335,2.0
6087,60.0,3.0,6.0,2.0
6088,60.0,3.0,6.0,2.0
6089,60.0,3.0,6.0,2.0
6090,60.0,3.0,6.0,2.0
6091,60.0,3.0,6.0,2.0
6092,48.714287,3.0,4.285714,2.0
6093,48.714287,3.0,4.285714,2.0
6094,48.714287,3.0,4.285714,2.0
6095,59.5,3.0,5.0,2.0
6096,58.0,3.0,4.0,2.0
6097,58.0,3.0,4.0,2.0
6098,58.0,3.0,4.0,2.0
6099,58.0,3.0,4.0,2.0
6100,58.0,3.0,4.0,2.0
6101,39.5,2.0,2.5,0.0
6102,39.5,2.0,2.5,0.0
6103,39.5,2.0,2.5,0.0
6104,47.166668,3.0,3.3333333,2.0
6105,47.166668,3.0,3.3333333,2.0
6106,47.166668,3.0,3.3333333,2.0
6107,58.0,3.0,4.0,2.0
6108,58.0,3.0,4.0,2.0
6109,58.0,3.0,4.0,2.0
6110,58.0,3.0,4.0,2.0
6111,0.0,-1.0,0.0,-1.0
6112,54.57143,3.0,3.857143,2.0
6113,54.57143,3.0,3.857143,2.0
6114,54.57143,3.0,3.857143,2.0
6115,59.0,3.0,4.0,2.0
6116,59.0,3.0,4.0,2.0
6117,54.333332,1.0,3.8333333,2.0
6118,54.333332,1.0,3.8333333,2.0
6119,54.333332,1.0,3.8333333,2.0
6120,54.333332,1.0,3.8333333,2.0
6121,54.333332,1.0,3.8333333,2.0
6122,54.333332,1.0,3.8333333,2.0
6123,47.8,1.0,3.6,2.0
6124,31.0,1.0,3.0,3.0
6125,31.0,1.0,3.0,3.0
6126,31.0,1.0,3.0,3.0
6127,31.0,1.0,3.0,3.0
6128,31.0,1.0,3.0,3.0
6129,31.0,1.0,3.0,3.0
6130,31.0,1.0,3.0,3.0
6131,31.0,1.0,3.0,3.0
6132,31.0,1.0,3.0,3.0
6133,31.0,1.0,3.0,3.0
6134,0.0,-1.0,0.0,-1.0
6135,31.0,1.0,3.0,3.0
6136,31.0,1.0,3.0,3.0
6137,31.0,1.0,3.0,3.0
6138,31.0,1.0,3.0,3.0
6139,31.0,1.0,3.0,3.0
6140,31.0,1.0,3.0,3.0
6141,31.0,1.0,3.0,3.0
6142,31.0,1.0,3.0,3.0
6143,31.0,1.0,3.0,3.0
6144,31.0,1.0,3.0,3.0
6145,31.0,1.0,3.0,3.0
6146,31.0,1.0,3.0,3.0
6147,31.0,1.0,3.0,3.0
6148,31.0,1.0,3.0,3.0
6149,31.0,1.0,3.0,3.0
6150,31.0,1.0,3.0,3.0
6151,31.0,1.0,3.0,3.0
6152,45.75,1.0,4.5,2.0
6153,45.75,1.0,4.5,2.0
6154,45.75,1.0,4.5,2.0
6155,45.75,1.0,4.5,2.0
6156,45.75,1.0,4.5,2.0
6157,45.75,1.0,4.5,2.0
6158,46.0,1.0,4.5,2.0
6159,46.0,1.0,4.5,2.0
6160,32.0,1.0,3.0,3.0
6161,32.0,1.0,3.0,3.0
6162,32.0,1.0,3.0,3.0
6163,32.0,1.0,3.0,3.0
6164,32.0,1.0,3.0,3.0
6165,32.0,1.0,3.0,3.0
6166,32.0,1.0,3.0,3.0
6167,32.0,1.0,3.0,3.0
6168,32.0,1.0,3.0,3.0
6169,32.0,1.0,3.0,3.0
6170,32.0,1.0,3.0,3.0
6171,32.0,1.0,3.0,3.0
6172,32.0,1.0,3.0,3.0
6173,32.0,1.0,3.0,3.0
6174,32.0,1.0,3.0,3.0
6175,32.0,1.0,3.0,3.0
6176,32.0,1.0,3.0,3.0
6177,32.0,1.0,3.0,3.0
6178,32.0,1.0,3.0,3.0
6179,32.0,1.0,3.0,3.0
6180,32.0,1.0,3.0,3.0
6181,32.0,1.0,3.0,3.0
6182,70.0,4.0,6.0,2.0
6183,70.0,4.0,6.0,2.0
6184,70.0,4.0,6.0,2.0
6185,70.0,4.0,6.0,2.0
6186,70.0,4.0,6.0,2.0
6187,70.0,4.0,6.0,2.0
6188,70.0,4.0,6.0,2.0
6189,70.0,4.0,6.0,2.0
6190,70.0,4.0,6.0,2.0
6191,70.0,4.0,6.0,2.0
6192,70.0,4.0,6.0,2.0
6193,50.25,4.0,4.5,2.0
6194,50.25,4.0,4.5,2.0
6195,50.25,4.0,4.5,2.0
6196,70.0,4.0,6.0,2.0
6197,70.0,4.0,6.0,2.0
6198,70.0,4.0,6.0,2.0
6199,70.0,4.0,6.0,2.0
6200,44.666668,1.0,4.0,3.0
6201,44.666668,1.0,4.0,3.0
6202,44.666668,1.0,4.0,3.0
6203,50.666668,1.0,4.5,2.0
6204,50.666668,1.0,4.5,2.0
6205,70.0,4.0,6.0,2.0
6206,70.0,4.0,6.0,2.0
6207,70.0,4.0,6.0,2.0
6208,70.0,4.0,6.0,2.0
6209,70.0,4.0,6.0,2.0
6210,70.0,4.0,6.0,2.0
6211,70.0,4.0,6.0,2.0
6212,65.71429,4.0,5.285714,2.0
6213,65.71429,4.0,5.285714,2.0
6214,65.71429,4.0,5.285714,2.0
6215,65.71429,4.0,5.285714,2.0
6216,70.0,4.0,6.0,2.0
6217,70.0,4.0,6.0,2.0
6218,70.0,4.0,6.0,2.0
6219,70.0,4.0,6.0,2.0
6220,70.0,4.0,6.0,2.0
6221,54.333332,4.0,4.1666665,2.0
6222,54.333332,4.0,4.1666665,2.0
6223,54.333332,4.0,4.1666665,2.0
6224,48.4,3.0,2.8,0.0
6225,48.4,3.0,2.8,0.0
6226,70.0,4.0,6.0,2.0
6227,70.0,4.0,6.0,2.0
6228,50.285713,4.0,4.142857,2.0
6229,50.285713,4.0,4.142857,2.0
6230,50.285713,4.0,4.142857,2.0
6231,70.0,4.0,6.0,2.0
6232,70.0,4.0,6.0,2.0
6233,70.0,4.0,6.0,2.0
6234,70.0,4.0,6.0,2.0
6235,70.0,4.0,6.0,2.0
6236,56.666668,4.0,5.0,2.0
6237,56.666668,4.0,5.0,2.0
6238,56.666668,4.0,5.0,2.0
6239,70.0,4.0,6.0,2.0
6240,46.0,4.0,4.285714,0.0
6241,46.0,4.0,4.285714,0.0
6242,38.4,4.0,3.6,0.0
6243,70.0,4.0,6.0,2.0
6244,70.0,4.0,6.0,2.0
6245,70.0,4.0,6.0,2.0
6246,55.0,1.0,5.0,2.0
6247,55.0,1.0,5.0,2.0
6248,55.0,1.0,5.0,2.0
6249,54.0,4.0,5.0,2.0
6250,70.0,4.0,6.0,2.0
6251,70.0,4.0,6.0,2.0
6252,70.0,4.0,6.0,2.0
6253,70.0,4.0,6.0,2.0
6254,70.0,4.0,6.0,2.0
6255,70.0,4.0,6.0,2.0
6256,70.0,4.0,6.0,2.0
6257,70.0,4.0,6.0,2.0
6258,0.0,-1.0,0.0,-1.0
6259,52.0,4.0,4.285714,3.0
6260,52.0,4.0,4.285714,3.0
6261,52.0,4.0,4.285714,3.0
6262,70.0,4.0,6.0,2.0
6263,70.0,4.0,6.0,2.0
6264,50.0,1.0,4.5,2.0
6265,50.0,1.0,4.5,2.0
6266,70.0,4.0,6.0,2.0
6267,70.0,4.0,6.0,2.0
6268,70.0,4.0,6.0,2.0
6269,70.0,4.0,6.0,2.0
6270,70.0,4.0,6.0,2.0
6271,70.0,4.0,6.0,2.0
6272,70.0,4.0,6.0,2.0
6273,70.0,4.0,6.0,2.0
6274,70.0,4.0,6.0,2.0
6275,70.0,4.0,6.0,2.0
6276,56.666668,4.0,5.0,2.0
6277,56.666668,4.0,5.0,2.0
6278,30.0,1.0,3.0,3.0
6279,30.0,1.0,3.0,3.0
6280,30.0,1.0,3.0,3.0
6281,30.0,1.0,3.0,3.0
6282,30.0,1.0,3.0,3.0
6283,30.0,1.0,3.0,3.0
6284,30.0,1.0,3.0,3.0
6285,30.0,1.0,3.0,3.0
6286,30.0,1.0,3.0,3.0
6287,30.0,1.0,3.0,3.0
6288,30.0,1.0,3.0,3.0
6289,30.0,1.0,3.0,3.0
6290,30.0,1.0,3.0,3.0
6291,30.0,1.0,3.0,3.0
6292,30.0,1.0,3.0,3.0
6293,30.0,1.0,3.0,3.0
6294,30.0,1.0,3.0,3.0
6295,30.0,1.0,3.0,3.0
6296,30.0,1.0,3.0,3.0
6297,30.0,1.0,3.0,3.0
6298,30.0,1.0,3.0,3.0
6299,30.0,1.0,3.0,3.0
6300,30.0,1.0,3.0,3.0
6301,30.0,1.0,3.0,3.0
6302,30.0,1.0,3.0,3.0
6303,30.0,1.0,3.0,3.0
6304,30.0,1.0,3.0,3.0
6305,30.0,1.0,3.0,3.0
6306,30.0,1.0,3.0,3.0
6307,41.666668,1.0,3.6666667,3.0
6308,41.666668,1.0,3.6666667,3.0
6309,41.666668,1.0,3.6666667,3.0
6310,41.666668,1.0,3.6666667,3.0
6311,41.666668,1.0,3.6666667,3.0
6312,41.666668,1.0,3.6666667,3.0
6313,41.666668,1.0,3.6666667,3.0
6314,65.0,1.0,5.0,2.0
6315,65.0,1.0,5.0,2.0
6316,0.0,-1.0,0.0,-1.0
6317,0.0,-1.0,0.0,-1.0
6318,53.4,1.0,3.8,2.0
6319,53.4,1.0,3.8,2.0
6320,53.4,1.0,3.8,2.0
6321,53.4,1.0,3.8,2.0
6322,21.0,2.0,1.0,3.0
6323,21.0,2.0,1.0,3.0
6324,75.5,1.0,5.0,2.0
6325,75.5,1.0,5.0,2.0
6326,75.5,1.0,5.0,2.0
6327,75.5,1.0,5.0,2.0
6328,75.5,1.0,5.0,2.0
6329,49.25,1.0,3.6666667,3.0
6330,49.25,1.0,3.6666667,3.0
6331,49.25,1.0,3.6666667,3.0
6332,49.25,1.0,3.6666667,3.0
6333,53.0,1.0,4.0,2.0
6334,53.0,1.0,4.0,2.0
6335,66.0,1.0,5.0,2.0
6336,66.0,1.0,5.0,2.0
6337,66.0,1.0,5.0,2.0
6338,66.0,1.0,5.0,2.0
6339,66.0,1.0,5.0,2.0
6340,66.0,1.0,5.0,2.0
6341,66.0,1.0,5.0,2.0
6342,66.0,1.0,5.0,2.0
6343,66.0,1.0,5.0,2.0
6344,66.0,1.0,5.0,2.0
6345,66.0,1.0,5.0,2.0
6346,66.0,1.0,5.0,2.0
6347,66.0,1.0,5.0,2.0
6348,66.0,1.0,5.0,2.0
6349,66.0,1.0,5.0,2.0
6350,66.0,1.0,5.0,2.0
6351,66.0,1.0,5.0,2.0
6352,66.0,1.0,5.0,2.0
6353,66.0,1.0,5.0,2.0
6354,66.0,1.0,5.0,2.0
6355,66.0,1.0,5.0,2.0
6356,58.5,1.0,5.0,2.0
6357,33.5,2.0,3.0,0.0
6358,33.5,2.0,3.0,0.0
6359,33.5,2.0,3.0,0.0
6360,33.5,2.0,3.0,0.0
6361,39.0,3.0,3.6666667,3.0
6362,39.0,3.0,3.6666667,3.0
6363,50.0,3.0,5.0,3.0
6364,50.0,3.0,5.0,3.0
6365,50.0,3.0,5.0,3.0
6366,50.0,3.0,5.0,3.0
6367,50.0,3.0,5.0,3.0
6368,50.0,3.0,5.0,3.0
6369,50.0,3.0,5.0,3.0
6370,50.0,3.0,5.0,0.0
6371,50.0,3.0,5.0,0.0
6372,50.0,3.0,5.0,0.0
6373,50.0,3.0,5.0,0.0
6374,50.0,3.0,5.0,0.0
6375,50.0,3.0,5.0,3.0
6376,0.0,-1.0,0.0,-1.0
6377,0.0,-1.0,0.0,-1.0
6378,0.0,-1.0,0.0,-1.0
6379,60.0,3.0,6.0,2.0
6380,60.0,3.0,6.0,2.0
6381,60.0,3.0,6.0,2.0
6382,60.0,3.0,6.0,2.0
6383,0.0,-1.0,0.0,-1.0
6384,0.0,-1.0,0.0,-1.0
6385,0.0,-1.0,0.0,-1.0
6386,0.0,-1.0,0.0,-1.0
6387,0.0,-1.0,0.0,-1.0
6388,62.0,4.0,6.2,2.0
6389,62.0,4.0,6.2,2.0
6390,70.0,4.0,7.0,2.0
6391,56.0,4.0,5.0,2.0
6392,56.0,4.0,5.0,2.0
6393,56.0,4.0,5.0,2.0
6394,40.0,1.0,2.3333333,3.0
6395,70.0,4.0,7.0,2.0
6396,70.0,4.0,7.0,2.0
6397,70.0,4.0,7.0,2.0
6398,70.0,4.0,7.0,2.0
6399,70.0,4.0,7.0,2.0
6400,70.0,4.0,7.0,2.0
6401,57.666668,4.0,5.6666665,2.0
6402,70.0,4.0,7.0,2.0
6403,70.0,4.0,7.0,2.0
6404,70.0,4.0,7.0,2.0
6405,70.0,4.0,7.0,2.0
6406,45.142857,4.0,4.142857,3.0
6407,45.142857,4.0,4.142857,3.0
6408,45.142857,4.0,4.142857,3.0
6409,70.0,4.0,7.0,2.0
6410,70.0,4.0,7.0,2.0
6411,70.0,4.0,7.0,2.0
6412,40.0,1.0,4.0,3.0
6413,40.0,1.0,4.0,3.0
6414,46.666668,1.0,4.1666665,3.0
6415,46.666668,1.0,4.1666665,3.0
6416,40.0,1.0,4.0,3.0
6417,30.0,1.0,3.0,3.0
6418,30.0,1.0,3.0,3.0
6419,30.0,1.0,3.0,3.0
6420,30.0,1.0,3.0,3.0
6421,30.0,1.0,3.0,3.0
6422,30.0,1.0,3.0,3.0
6423,30.0,1.0,3.0,3.0
6424,30.0,1.0,3.0,3.0
6425,30.0,1.0,3.0,3.0
6426,30.0,1.0,3.0,3.0
6427,30.0,1.0,3.0,3.0
6428,30.0,1.0,3.0,3.0
6429,30.0,1.0,3.0,3.0
6430,30.0,1.0,3.0,3.0
6431,30.0,1.0,3.0,3.0
6432,30.0,1.0,3.0,3.0
6433,30.0,1.0,3.0,3.0
6434,30.0,1.0,3.0,3.0
6435,30.0,1.0,3.0,3.0
6436,30.0,1.0,3.0,3.0
6437,30.0,1.0,3.0,3.0
6438,33.42857,1.0,3.4285715,3.0
6439,33.42857,1.0,3.4285715,3.0
6440,34.0,1.0,3.5,2.0
6441,34.0,1.0,3.5,2.0
6442,34.0,1.0,3.5,2.0
6443,30.0,1.0,3.0,3.0
6444,30.0,1.0,3.0,3.0
6445,30.0,1.0,3.0,3.0
6446,30.0,1.0,3.0,3.0
6447,30.0,1.0,3.0,3.0
6448,30.0,1.0,3.0,3.0
6449,30.0,1.0,3.0,3.0
6450,30.0,1.0,3.0,3.0
6451,30.0,1.0,3.0,3.0
6452,30.0,1.0,3.0,3.0
6453,30.0,1.0,3.0,3.0
6454,30.0,1.0,3.0,3.0
6455,30.0,1.0,3.0,3.0
6456,30.0,1.0,3.0,3.0
6457,30.0,1.0,3.0,3.0
6458,30.0,1.0,3.0,3.0
6459,30.0,1.0,3.0,3.0
6460,30.875,1.0,2.25,2.0
6461,30.875,1.0,2.25,2.0
6462,30.875,1.0,2.25,2.0
6463,30.875,1.0,2.25,2.0
6464,30.875,1.0,2.25,2.0
6465,30.875,1.0,2.25,2.0
6466,37.916668,1.0,2.3333333,3.0
6467,37.916668,1.0,2.3333333,3.0
6468,44.0,1.0,4.0,3.0
6469,24.5,1.0,2.0,2.0
6470,24.5,1.0,2.0,2.0
6471,24.5,1.0,2.0,2.0
6472,24.5,1.0,2.0,2.0
6473,24.5,1.0,2.0,2.0
6474,24.5,1.0,2.0,2.0
6475,0.0,-1.0,0.0,-1.0
6476,0.0,-1.0,0.0,-1.0
6477,24.5,1.0,2.0,2.0
6478,24.5,1.0,2.0,2.0
6479,24.5,1.0,2.0,2.0
6480,0.0,-1.0,0.0,-1.0
6481,24.5,1.0,2.0,2.0
6482,24.5,1.0,2.0,2.0
6483,24.5,1.0,2.0,2.0
6484,24.5,1.0,2.0,2.0
6485,24.5,1.0,2.0,2.0
6486,24.5,1.0,2.0,2.0
6487,24.5,1.0,2.0,2.0
6488,24.5,1.0,2.0,2.0
6489,24.5,1.0,2.0,2.0
6490,35.25,1.0,3.0,2.0
6491,35.25,1.0,3.0,2.0
6492,35.25,1.0,3.0,2.0
6493,35.25,1.0,3.0,2.0
6494,24.5,1.0,2.0,2.0
6495,24.5,1.0,2.0,2.0
6496,24.5,1.0,2.0,2.0
6497,24.5,1.0,2.0,2.0
6498,24.5,1.0,2.0,2.0
6499,24.5,1.0,2.0,2.0
6500,24.5,1.0,2.0,2.0
6501,24.5,1.0,2.0,2.0
6502,24.5,1.0,2.0,2.0
6503,26.333334,1.0,2.3333333,2.0
6504,26.333334,1.0,2.3333333,2.0
6505,26.333334,1.0,2.3333333,2.0
6506,24.833334,4.0,2.0,2.0
6507,24.833334,4.0,2.0,2.0
6508,24.5,1.0,2.0,2.0
6509,24.5,1.0,2.0,2.0
6510,24.5,1.0,2.0,2.0
6511,24.5,1.0,2.0,2.0
6512,29.071428,1.0,1.8571428,3.0
6513,29.071428,1.0,1.8571428,3.0
6514,30.333334,1.0,2.0,3.0
6515,30.333334,1.0,2.0,3.0
6516,29.0,1.0,2.0,2.0
6517,29.0,1.0,2.0,2.0
6518,29.0,1.0,2.0,2.0
6519,29.0,1.0,2.0,2.0
6520,50.333332,3.0,4.6666665,3.0
6521,50.333332,3.0,4.6666665,3.0
6522,61.0,3.0,6.0,3.0
6523,61.0,3.0,6.0,3.0
6524,43.0,1.0,4.0,2.0
6525,43.0,1.0,4.0,2.0
6526,43.0,1.0,4.0,2.0
6527,43.0,1.0,4.0,2.0
6528,0.0,-1.0,0.0,-1.0
6529,43.0,1.0,4.0,2.0
6530,43.0,1.0,4.0,2.0
6531,43.0,1.0,4.0,2.0
6532,43.0,1.0,4.0,2.0
6533,43.0,1.0,4.0,2.0
6534,43.0,1.0,4.0,2.0
6535,35.2,1.0,3.0,3.0
6536,30.0,1.0,3.0,3.0
6537,30.0,1.0,3.0,3.0
6538,30.0,1.0,3.0,3.0
6539,30.0,1.0,3.0,3.0
6540,30.0,1.0,3.0,3.0
6541,30.0,1.0,3.0,3.0
6542,30.0,1.0,3.0,3.0
6543,30.0,1.0,3.0,3.0
6544,30.0,1.0,3.0,3.0
6545,30.0,1.0,3.0,3.0
6546,30.0,1.0,3.0,3.0
6547,0.0,-1.0,0.0,-1.0
6548,0.0,-1.0,0.0,-1.0
6549,30.0,1.0,3.0,3.0
6550,30.0,1.0,3.0,3.0
6551,30.0,1.0,3.0,3.0
6552,30.0,1.0,3.0,3.0
6553,30.0,1.0,3.0,3.0
6554,30.0,1.0,3.0,3.0
6555,53.0,4.0,5.0,2.0
6556,53.0,4.0,5.0,2.0
6557,53.0,4.0,5.0,2.0
6558,53.0,4.0,5.0,2.0
6559,53.0,4.0,5.0,2.0
6560,53.0,4.0,5.0,2.0
6561,53.0,4.0,5.0,2.0
6562,53.0,4.0,5.0,2.0
6563,53.0,4.0,5.0,2.0
6564,53.0,4.0,5.0,2.0
6565,57.333332,3.0,5.6666665,3.0
6566,57.333332,3.0,5.6666665,3.0
6567,57.333332,3.0,5.6666665,3.0
6568,57.333332,3.0,5.6666665,3.0
6569,57.333332,3.0,5.6666665,3.0
6570,0.0,-1.0,0.0,-1.0
6571,53.0,4.0,5.0,2.0
6572,53.0,4.0,5.0,2.0
6573,53.0,4.0,5.0,2.0
6574,53.0,4.0,5.0,2.0
6575,53.0,4.0,5.0,2.0
6576,44.0,4.0,4.2,2.0
6577,53.0,4.0,5.0,2.0
6578,53.0,4.0,5.0,2.0
6579,53.0,4.0,5.0,2.0
6580,53.0,4.0,5.0,2.0
6581,30.0,1.0,3.0,0.0
6582,30.0,1.0,3.0,0.0
6583,30.0,1.0,3.0,3.0
6584,30.0,1.0,3.0,3.0
6585,30.0,1.0,3.0,3.0
6586,30.0,1.0,3.0,3.0
6587,30.0,1.0,3.0,3.0
6588,30.0,1.0,3.0,3.0
6589,30.0,1.0,3.0,3.0
6590,30.0,1.0,3.0,3.0
6591,30.0,1.0,3.0,3.0
6592,30.0,1.0,3.0,3.0
6593,30.0,1.0,3.0,3.0
6594,30.0,1.0,3.0,3.0
6595,30.0,1.0,3.0,3.0
6596,30.0,1.0,3.0,3.0
6597,30.0,1.0,3.0,3.0
6598,30.0,1.0,3.0,3.0
6599,30.0,1.0,3.0,3.0
6600,36.75,1.0,3.5,2.0
6601,36.75,1.0,3.5,2.0
6602,38.142857,1.0,3.4285715,2.0
6603,38.142857,1.0,3.4285715,2.0
6604,33.0,4.0,2.0,3.0
6605,33.0,4.0,2.0,3.0
6606,33.0,4.0,2.0,3.0
6607,33.0,4.0,2.0,3.0
6608,33.0,4.0,2.0,3.0
6609,33.0,4.0,2.0,3.0
6610,33.0,4.0,2.0,3.0
6611,27.0,2.0,1.5,2.0
6612,31.666666,1.0,2.0,3.0
6613,31.666666,1.0,2.0,3.0
6614,31.4,3.0,1.8,3.0
6615,36.0,3.0,2.0,3.0
6616,36.0,3.0,2.0,3.0
6617,35.833332,3.0,1.9166666,3.0
6618,35.833332,3.0,1.9166666,3.0
6619,36.0,3.0,2.0,3.0
6620,36.0,3.0,2.0,3.0
6621,36.0,3.0,2.0,3.0
6622,36.0,3.0,2.0,2.0
6623,36.0,3.0,2.0,2.0
6624,36.0,3.0,2.0,2.0
6625,36.0,3.0,2.0,2.0
6626,36.0,3.0,2.0,2.0
6627,36.0,3.0,2.0,2.0
6628,36.0,3.0,2.0,2.0
6629,32.25,3.0,1.75,2.0
6630,32.25,3.0,1.75,2.0
