feature,data_type,n_distinct,n_missing,n_negative,n_zeros,count,mean,std,min,25%,50%,75%,max
canopy_heigth_count_res10_std_dev_9x9,int64,25 (0.22%),0 (0.00%),0 (0.00%),4135 (36.82%),11229.0,13.43271885296999,12.916259085410038,0.0,0.0,12.0,24.0,40.0
canopy_heigth_res30_std_dev_9x9,int64,7 (0.06%),0 (0.00%),0 (0.00%),3979 (35.44%),11229.0,1.2440110428355151,1.280259319182084,0.0,0.0,1.0,2.0,6.0
canopy_heigth_count_res30_std_dev_9x9,int64,8 (0.07%),0 (0.00%),0 (0.00%),7956 (70.85%),11229.0,0.6817169828123608,1.3371209578993737,0.0,0.0,0.0,1.0,7.0
canopy_heigth_res5_std_dev_9x9,int64,10 (0.09%),0 (0.00%),0 (0.00%),7519 (66.96%),11229.0,0.8550182563006501,1.505777074911236,0.0,0.0,0.0,1.0,9.0
canopy_heigth_count_res5_std_dev_9x9,int64,8 (0.07%),0 (0.00%),0 (0.00%),4891 (43.56%),11229.0,2.6593641464066256,2.777204844659268,0.0,0.0,2.0,5.0,7.0
co_july24_std_dev_9x9,float64,69 (0.61%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.0015091205699551823,0.0005924930931613888,0.0003085871157513,0.0010262840440285,0.0015034810243288,0.0019793108627237,0.0027884901516774
hcho_july24_std_dev_9x9,float64,69 (0.61%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,8.23801065760187e-05,4.156770315063822e-05,2.245270684804956e-05,4.650344444776308e-05,7.496732812288069e-05,0.0001173310824984,0.0001511189678317
coastal_std_dev_9x9,float64,4190 (37.31%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.03917079791664548,0.013465337148930116,0.0059672982765747,0.0307563810490806,0.0382155188131079,0.0457432609521093,0.0991497193199681
lwir11_std_dev_9x9,float64,4190 (37.31%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,1.3059217067071578,0.7377955656408086,0.2486916573094042,0.8391481239559071,1.155441828586607,1.5591889985595115,9.13965078507394
landsat_8_arvi_std_dev_9x9,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.16401898100160142,0.07050004093330119,0.0312034545716448,0.108135205335644,0.1489024856712387,0.2090324929695168,0.3972139922240842
landsat_8_ndwi_std_dev_9x9,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.13322114129688464,0.055315568582413946,0.0345254429597796,0.0888766358492812,0.1212127496721252,0.1667146790256127,0.5025879458235071
landsat_8_awei_nsh_std_dev_9x9,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.21246327786183136,0.07455125661600279,0.0618948353729005,0.1693978258853271,0.1996004443194907,0.2358458826722382,0.7538796203773118
landsat_8_awei_sh_std_dev_9x9,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.1308578243511678,0.05130309536069412,0.0451234984536781,0.0901709033737022,0.1198474888929827,0.1630285066206682,0.3439178631767141
landsat_8_si_std_dev_9x9,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.10557479273589843,0.04601970588766833,0.0372927098866968,0.0725067514970472,0.0937121871826987,0.1276705049279951,0.4048266755707932
landsat_8_ndbi_std_dev_9x9,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.09305704525628376,0.03158747093232318,0.0367352596174441,0.0679415356522366,0.0860747902546951,0.1122911057068657,0.2254487615815159
landsat_8_ui_std_dev_9x9,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.10886997688723703,0.04993061403523782,0.033932562022092,0.0717270590116044,0.0937155189539153,0.1335302648318171,0.3380463603590438
landsat_8_ibi_std_dev_9x9,float64,4150 (36.96%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.649061342812811,0.16124720476306453,0.001260558994185,0.5674413352992637,0.6798961881225691,0.7660985144453092,0.96704338582472
landsat_8_albedo_std_dev_9x9,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.04301349567546503,0.014662851882560501,0.0094646905210381,0.0334001889799035,0.0407223470387799,0.0495474151915236,0.1216004656926643
no2_july24_std_dev_9x9,float64,69 (0.61%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,3.066881483079461e-05,7.1868740280204e-06,1.488597432052405e-05,2.6408762161818475e-05,3.0239938410162493e-05,3.625923465204756e-05,4.283834436302528e-05
o3_july24_std_dev_9x9,float64,69 (0.61%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.00044154083135015737,0.000134909011058505,8.73406865023556e-05,0.0003593115468468,0.0004544212792128,0.0005385389457087,0.0006833931272519
population_res1000_std_dev_9x9,float64,84 (0.75%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,9965.000487534087,1119.4414299184784,7226.705624920663,9093.13278875251,10168.349535843112,10858.233589123902,11981.17363931145
street_width_res100_std_dev_9x9,float64,1347 (12.00%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,12.618764046914238,4.243419258300001,4.2025676,9.697896,12.343106,14.645309,42.936787
street_lanes_res100_std_dev_9x9,float64,1347 (12.00%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,1.1835872607863567,0.30934452216313485,0.46523306,0.9635533,1.1933626,1.3853005,2.0782897
street_width_res30_std_dev_9x9,float64,4138 (36.85%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,20.27675496166177,3.5897855284356575,10.7558565,17.627535,20.263374,22.77824,40.431038
street_lanes_res30_std_dev_9x9,float64,4093 (36.45%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,1.82037389935346,0.38376178135322947,0.44478726,1.612659,1.8191515,2.0927336,2.8691387
aod55_mean_15x15,float64,69 (0.61%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.1912743032281911,0.0015494916495305462,0.1885820932539682,0.189859871031746,0.1913203463203463,0.192719175170068,0.1939151234567901
building_height_res100_mean_15x15,float64,1347 (12.00%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,60.373125203357375,28.168806390817753,9.932971,40.601406,54.902267,74.71635,178.05849
building_height_std_res100_mean_15x15,float64,1347 (12.00%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,22.785351020259153,16.91660189205216,0.51283777,11.903867,18.157991,25.640963,98.561005
building_year_res100_mean_15x15,float64,1347 (12.00%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,1570.8218738560868,291.18185264848455,617.8543,1381.4635,1641.4105,1815.5275,1954.622
building_height_res30_mean_15x15,float64,4120 (36.69%),0 (0.00%),0 (0.00%),130 (1.16%),11229.0,57.24546768328346,38.615145469443235,0.0,31.735653,49.342743,73.313866,280.20746
building_height_std_res30_mean_15x15,float64,4085 (36.38%),0 (0.00%),786 (7.00%),0 (0.00%),11229.0,7.769893858441091,8.914484452718842,-1.0,2.5037885,4.691833,8.784932,60.474182
building_year_res30_mean_15x15,float64,4119 (36.68%),0 (0.00%),0 (0.00%),130 (1.16%),11229.0,1367.2701409086296,449.03406318205396,0.0,1121.8217,1496.0394,1702.1786,1927.8839
var_res100_mean_15x15,float64,1347 (12.00%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,1.7411214191700062,0.7293917030481071,0.30573285,1.2819409,1.5911616,2.14918,4.422935
building_area_per_pixel_res100_mean_15x15,float64,1347 (12.00%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.1921872077602636,0.047908996172351836,0.067623146,0.15852892,0.19500501,0.22009715,0.3301859
var_res30_mean_15x15,float64,4138 (36.85%),0 (0.00%),0 (0.00%),133 (1.18%),11229.0,1.5800937863371805,0.9866013413550175,0.0,0.9036997,1.4260263,2.0661492,5.9927063
building_area_per_pixel_res30_mean_15x15,float64,4124 (36.73%),0 (0.00%),0 (0.00%),130 (1.16%),11229.0,0.21341853412046888,0.07985922057821063,0.0,0.16964157,0.21659325,0.26842976,0.4195158
canopy_heigth_res30_mean_15x15,int64,9 (0.08%),0 (0.00%),0 (0.00%),6558 (58.40%),11229.0,0.7172499777362187,1.1496219495741578,0.0,0.0,0.0,1.0,8.0
canopy_heigth_count_res30_mean_15x15,int64,7 (0.06%),0 (0.00%),0 (0.00%),10657 (94.91%),11229.0,0.0944874877549203,0.5205732480116749,0.0,0.0,0.0,0.0,6.0
co_july24_mean_15x15,float64,69 (0.61%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.04835030548944566,0.00027631540558878333,0.0477492960238424,0.0481463911026015,0.0483661786390751,0.048515731315099,0.0489846826869749
hcho_july24_mean_15x15,float64,69 (0.61%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.00018681034683523434,2.465336528522386e-05,0.0001234219530943,0.0001693209658976,0.0001904464764401,0.0001997810372336,0.0002425892515055
coastal_mean_15x15,float64,4170 (37.14%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.0989815546244347,0.0200712844819287,0.0299601333333333,0.0895236666666666,0.1019942444444444,0.1111753333333333,0.1624971777777777
lwir11_mean_15x15,float64,4169 (37.13%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,36.60569314737143,2.22305159776761,27.97879361520001,35.733263184800016,36.97702749360002,37.98417367120002,42.78447134160002
landsat_8_arvi_mean_15x15,float64,4175 (37.18%),0 (0.00%),542 (4.83%),0 (0.00%),11229.0,0.17619443175518956,0.15403866360444046,-0.0917697549863635,0.0823293046443976,0.1383860320622685,0.2259996348658461,0.8031789890111963
landsat_8_ndwi_mean_15x15,float64,4175 (37.18%),0 (0.00%),11193 (99.68%),0 (0.00%),11229.0,-0.27928278712977206,0.11737390024678247,-0.7472024563517814,-0.3229848153952078,-0.2552948769644348,-0.2107109240749252,0.0704504116442142
landsat_8_awei_nsh_mean_15x15,float64,4174 (37.17%),0 (0.00%),11229 (100.00%),0 (0.00%),11229.0,-0.843868835698489,0.10517989696656073,-1.148638436111111,-0.9118798138888892,-0.858455838888889,-0.7917807444444445,-0.3606884833333333
landsat_8_awei_sh_mean_15x15,float64,4173 (37.16%),0 (0.00%),319 (2.84%),0 (0.00%),11229.0,0.13499836623400716,0.11536422798724234,-0.1033969638888888,0.0659922194444444,0.1057277333333333,0.1686072777777778,0.6661813388888888
landsat_8_si_mean_15x15,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.3303368388886065,0.08208405496956281,0.0059095102336657,0.2861734113880698,0.3130675098588177,0.3556027595376382,0.6649661772472776
landsat_8_ndbi_mean_15x15,float64,4175 (37.18%),0 (0.00%),9441 (84.08%),0 (0.00%),11229.0,-0.06194406051494385,0.07784490433698231,-0.3854540640273711,-0.0885326574549008,-0.0426540056641692,-0.0133062608048748,0.0971360397617822
landsat_8_ui_mean_15x15,float64,4175 (37.18%),0 (0.00%),14 (0.12%),0 (0.00%),11229.0,0.22148889860005472,0.0966373803104858,-0.0334493348553239,0.1682799600185854,0.1983804989422161,0.2457882365602556,0.6582009449525
landsat_8_ibi_mean_15x15,float64,4175 (37.18%),0 (0.00%),8380 (74.63%),0 (0.00%),11229.0,-0.2114014872285985,0.3786047252668407,-0.9625743199788738,-0.481161611419636,-0.265686329099908,0.0055138980218111,0.9744738771225436
landsat_8_albedo_mean_15x15,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.1579054640181707,0.018445186368115978,0.070582488987314,0.1482690878390201,0.1606437244203849,0.1705009012904637,0.2159124191491688
no2_july24_mean_15x15,float64,69 (0.61%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.00020122217383494102,1.4303217960378423e-05,0.000177347068463,0.0001900832615812,0.0001977658529429,0.000211982754718,0.0002344967929468
o3_july24_mean_15x15,float64,69 (0.61%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.14820433534785057,9.655867396339493e-05,0.1479733214630724,0.148134031831283,0.1482169779653054,0.1482689559908771,0.1484553394648693
population_res1000_mean_15x15,float64,84 (0.75%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,10102.674473203759,486.78673656321956,8836.03517061427,9741.099759912204,10165.586689005302,10434.946707276516,10998.066540912509
street_width_res100_mean_15x15,float64,1347 (12.00%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,33.976884832398255,4.50198353876893,12.180571,31.515844,35.06284,37.357525,42.40546
street_lanes_res100_mean_15x15,float64,1347 (12.00%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,2.973085363905958,0.455704841292723,1.0749176,2.6787128,3.0764573,3.3294044,3.9479568
street_width_res30_mean_15x15,float64,4160 (37.05%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,19.609127755775223,4.008237110752553,3.011852,17.658625,20.2492,22.253073,29.979492
street_lanes_res30_mean_15x15,float64,4099 (36.50%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,1.740851895711105,0.4171329740942535,0.25185186,1.5885926,1.8125551,2.023074,2.5105078
aod55_std_dev_15x15,float64,69 (0.61%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.022663695171238774,0.001235242652106267,0.0193488635430653,0.0221652137672868,0.0228173534758055,0.0234269923065852,0.0256562241991532
building_height_res100_std_dev_15x15,float64,1346 (11.99%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,44.55595655561493,24.59558210253515,11.840679,27.551859,38.211773,54.27046,143.62598
building_height_std_res100_std_dev_15x15,float64,1347 (12.00%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,22.96040852885386,14.506844631841696,2.800634,13.384121,19.188114,27.417383,84.19692
building_year_res100_std_dev_15x15,float64,1347 (12.00%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,660.7201548806661,240.67708989012803,15.514507,482.77066,700.60834,875.32947,982.56006
building_height_res30_std_dev_15x15,float64,4127 (36.75%),0 (0.00%),0 (0.00%),130 (1.16%),11229.0,48.037319022041146,34.300412847092325,0.0,25.59989,39.41479,60.566727,259.17462
building_height_std_res30_std_dev_15x15,float64,4090 (36.42%),0 (0.00%),0 (0.00%),130 (1.16%),11229.0,14.324262615572536,13.411738735324256,0.0,6.4491096,8.974767,17.876925,93.12844
building_year_res30_std_dev_15x15,float64,4120 (36.69%),0 (0.00%),0 (0.00%),130 (1.16%),11229.0,730.4779859568973,220.12128908293712,0.0,599.2101,779.4872,924.3375,994.7371
var_res100_std_dev_15x15,float64,1347 (12.00%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,1.2541191457681005,0.613188296232894,0.22449794,0.83916384,1.153762,1.522989,3.740724
building_area_per_pixel_res100_std_dev_15x15,float64,1347 (12.00%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.13454020786045062,0.021215632950034962,0.08544494,0.11831354,0.135125,0.14945717,0.19186793
var_res30_std_dev_15x15,float64,4137 (36.84%),0 (0.00%),0 (0.00%),133 (1.18%),11229.0,1.4597300855825097,0.9423869705745472,0.0,0.81238675,1.1807798,1.9008994,5.4623537
building_area_per_pixel_res30_std_dev_15x15,float64,4125 (36.74%),0 (0.00%),0 (0.00%),130 (1.16%),11229.0,0.20120450543964738,0.04457999703946714,0.0,0.18879052,0.20346345,0.22080721,0.309528
canopy_heigth_res30_std_dev_15x15,int64,7 (0.06%),0 (0.00%),0 (0.00%),2691 (23.96%),11229.0,1.4844598806661324,1.27967233992744,0.0,1.0,1.0,2.0,6.0
canopy_heigth_count_res30_std_dev_15x15,int64,8 (0.07%),0 (0.00%),0 (0.00%),5014 (44.65%),11229.0,0.9938551963665508,1.2679272350999213,0.0,0.0,1.0,1.0,7.0
co_july24_std_dev_15x15,float64,69 (0.61%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.002157251501845523,0.00017598414934849095,0.0016649752115721,0.0019953859959824,0.0021419154073493,0.002314285610243,0.0024871486392867
hcho_july24_std_dev_15x15,float64,69 (0.61%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.00011638739700106312,2.7038596788124823e-05,5.922355766054953e-05,9.75461915958705e-05,0.0001236688224697,0.000136909737796,0.0001533402986626
coastal_std_dev_15x15,float64,4190 (37.31%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.04237772469351417,0.011578855291098684,0.0084615654688248,0.0352655719188762,0.0419361179845143,0.0489345311798539,0.0913262701448486
lwir11_std_dev_15x15,float64,4190 (37.31%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,1.7831159427540872,0.9918202681218151,0.5065432430597564,1.161620544761574,1.537179730518179,2.0812199753923424,9.236708715449875
landsat_8_arvi_std_dev_15x15,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.1884752097313995,0.07263967510312798,0.0519876465721417,0.1312711200796606,0.1775734691110083,0.2356367530843551,0.485972494782031
landsat_8_ndwi_std_dev_15x15,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.1553195772451082,0.06233035428091486,0.0446124478128299,0.1083292209084414,0.1459403385346293,0.1879327501224734,0.5913896665049512
landsat_8_awei_nsh_std_dev_15x15,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.23372606100637427,0.07020513806048324,0.0853118694932146,0.1911305444156107,0.2178013008187405,0.2585401621361791,0.7329115468426143
landsat_8_awei_sh_std_dev_15x15,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.14819356983890067,0.05154507566236466,0.0574762449606555,0.1085713876265752,0.1393294218832202,0.1802126256320417,0.3368006506663194
landsat_8_si_std_dev_15x15,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.1234343502903464,0.05376515912184744,0.0495365797959509,0.0850157818935602,0.1131049121103191,0.1469025093843874,0.5008653688646828
landsat_8_ndbi_std_dev_15x15,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.10436331264061997,0.03203773089058398,0.0510652778085927,0.078992621556375,0.0998797953755029,0.1237016789227958,0.2754261749572947
landsat_8_ui_std_dev_15x15,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.12649135542443005,0.053942560479666925,0.0480322082576003,0.0825771390146224,0.115523118982536,0.1573585345357536,0.3806176757821613
landsat_8_ibi_std_dev_15x15,float64,4174 (37.17%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.6975115835893432,0.13028679416745093,0.1513562361239719,0.637190838481315,0.7262084722324005,0.7911835159201769,0.928348952812617
landsat_8_albedo_std_dev_15x15,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.04685113793680632,0.013275994616034494,0.0166984103989558,0.0383727014089703,0.044324918114653,0.0527623734948139,0.1047732732258957
no2_july24_std_dev_15x15,float64,69 (0.61%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,4.1318996434043695e-05,3.052317653237033e-06,3.4608990272291487e-05,3.887315809910145e-05,4.171619638267968e-05,4.3688433895386965e-05,4.732857097832141e-05
o3_july24_std_dev_15x15,float64,69 (0.61%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.0006290715807195257,4.163853519028306e-05,0.0005230924648724,0.000598575982366,0.0006454191573322,0.0006639805454416,0.0006783058533723
population_res1000_std_dev_15x15,float64,84 (0.75%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,9683.094328491386,328.67578696309414,8561.643726778118,9565.437248925708,9715.10594553138,9843.126290271755,10683.159765391669
street_width_res100_std_dev_15x15,float64,1347 (12.00%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,14.184069082981567,3.8445672625006617,6.1820683,11.918817,13.842845,16.109503,35.249027
street_lanes_res100_std_dev_15x15,float64,1347 (12.00%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,1.3332405271716092,0.282374546556051,0.612142,1.1369224,1.358475,1.5106075,2.0815241
street_width_res30_std_dev_15x15,float64,4164 (37.08%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,20.214682617597294,2.950299012413178,10.036015,18.329603,20.381796,22.11269,35.146935
street_lanes_res30_std_dev_15x15,float64,4163 (37.07%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,1.8209852220714222,0.3181641717349424,0.5058132,1.6656736,1.8730581,2.0281,2.5119498
building_height_res100_mean_25x25,float64,1347 (12.00%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,57.48193600552141,24.923896025762353,13.321282,42.545414,54.487686,66.67971,169.70226
building_height_std_res100_mean_25x25,float64,1347 (12.00%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,21.456661087389794,14.889654953503774,1.4642432,13.287449,17.788095,22.59014,90.21067
building_year_res100_mean_25x25,float64,1347 (12.00%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,1485.6728036646184,270.549385754605,801.6138,1294.4181,1506.3046,1732.7256,1934.4126
building_height_res30_mean_25x25,float64,4172 (37.15%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,55.55916205663817,34.66227301803023,0.371328,31.565903,47.87828,69.582825,215.347
building_height_std_res30_mean_25x25,float64,4168 (37.12%),0 (0.00%),446 (3.97%),0 (0.00%),11229.0,7.566247831640332,8.389191846499996,-0.9808,2.780144,4.6594133,8.240643,50.021656
building_year_res30_mean_25x25,float64,4172 (37.15%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,1328.8801485032504,390.7401384538473,31.2692,1109.0328,1420.3066,1604.2844,1899.764
var_res100_mean_25x25,float64,1347 (12.00%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,1.7457818991459613,0.6979444593926728,0.47880483,1.3066175,1.6542213,1.9709015,4.526837
building_area_per_pixel_res100_mean_25x25,float64,1347 (12.00%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.18045299204737733,0.0343157269981269,0.095223606,0.15605825,0.17918411,0.2037776,0.27440628
var_res30_mean_25x25,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,1.5659397701173214,0.8955358918272089,0.0033634272,0.9389038,1.4378233,1.963463,5.4052887
building_area_per_pixel_res30_mean_25x25,float64,4173 (37.16%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.20726148209485262,0.06731460773994442,0.003017429,0.17354342,0.20720163,0.24477099,0.37247267
canopy_heigth_res30_mean_25x25,int64,7 (0.06%),0 (0.00%),0 (0.00%),5775 (51.43%),11229.0,0.7542078546620358,1.0410018570130055,0.0,0.0,0.0,1.0,6.0
canopy_heigth_count_res30_mean_25x25,int64,5 (0.04%),0 (0.00%),0 (0.00%),10617 (94.55%),11229.0,0.08656158161902218,0.413507908946323,0.0,0.0,0.0,0.0,4.0
coastal_mean_25x25,float64,4182 (37.24%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.0971059573016297,0.017947907942574233,0.030849564,0.0885104199999999,0.099814108,0.109762024,0.134385436
lwir11_mean_25x25,float64,4185 (37.27%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,36.332343112441045,2.156755781374372,27.849858001376024,35.35125797782402,36.848071827392026,37.68915084483202,40.50031096428802
landsat_8_arvi_mean_25x25,float64,4175 (37.18%),0 (0.00%),549 (4.89%),0 (0.00%),11229.0,0.17546204037707608,0.13803638714210623,-0.0965817737056328,0.0894493376354536,0.1526715543897145,0.2248525348537218,0.7497807270673542
landsat_8_ndwi_mean_25x25,float64,4175 (37.18%),0 (0.00%),11123 (99.06%),0 (0.00%),11229.0,-0.2713243717288351,0.10945583485625984,-0.7068574373424763,-0.3172349796739737,-0.262997660259978,-0.2132231671878402,0.0517334013464256
landsat_8_awei_nsh_mean_25x25,float64,4175 (37.18%),0 (0.00%),11229 (100.00%),0 (0.00%),11229.0,-0.8266246677984683,0.1089977214034103,-1.027782101,-0.897437689,-0.854007071,-0.780429281,-0.3438187769999999
landsat_8_awei_sh_mean_25x25,float64,4175 (37.18%),0 (0.00%),161 (1.43%),0 (0.00%),11229.0,0.1363490211363434,0.10091400128167446,-0.0200360109999999,0.075267956,0.116585562,0.164615995,0.611870385
landsat_8_si_mean_25x25,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.3216440170204079,0.08001711866261073,0.0159759147188279,0.2866439424800684,0.3151593341487723,0.3491928877955626,0.6361106157391049
landsat_8_ndbi_mean_25x25,float64,4175 (37.18%),0 (0.00%),9951 (88.62%),0 (0.00%),11229.0,-0.06382600254383372,0.0684336269442289,-0.3570130201232349,-0.0871544834293635,-0.0530011341645181,-0.0202402608781559,0.060359058929158
landsat_8_ui_mean_25x25,float64,4175 (37.18%),0 (0.00%),55 (0.49%),0 (0.00%),11229.0,0.2163841475398037,0.09005050265790544,-0.0248890151988558,0.1699688613776907,0.201500223744591,0.2438630829882408,0.6076924745610152
landsat_8_ibi_mean_25x25,float64,4175 (37.18%),0 (0.00%),9012 (80.26%),0 (0.00%),11229.0,-0.2119492559245393,0.3212893177748151,-0.9006655244953563,-0.4394045814602861,-0.236322300351664,-0.0424283388627055,0.9489463548142896
landsat_8_albedo_mean_25x25,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.15495223606713246,0.018704039325100612,0.0741497313661417,0.1463974059842519,0.160131143003937,0.1676214009803149,0.1880311465708661
street_width_res100_mean_25x25,float64,1346 (11.99%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,32.40468510713331,4.148720317989717,16.981606,30.554893,33.384396,35.569054,38.527294
street_lanes_res100_mean_25x25,float64,1347 (12.00%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,2.8147697924125032,0.39674610555760953,1.5237404,2.5963616,2.8623023,3.1431057,3.425407
street_width_res30_mean_25x25,float64,4171 (37.14%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,19.082924889491494,3.472295379180162,2.764,17.276443,19.910723,21.608152,26.863794
street_lanes_res30_mean_25x25,float64,4167 (37.11%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,1.6910748776498352,0.36610613743194936,0.23413335,1.5364693,1.7719818,1.9389738,2.3274527
building_height_res100_std_dev_25x25,float64,1347 (12.00%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,48.80189445186571,25.299071747063667,16.86877,31.191113,43.64178,57.066093,144.29982
building_height_std_res100_std_dev_25x25,float64,1347 (12.00%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,24.55686339408674,14.717680060639658,5.6874995,14.555249,20.975069,27.093336,79.66436
building_year_res100_std_dev_25x25,float64,1347 (12.00%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,752.4618575438597,188.45857116435064,175.15302,608.11816,804.9596,912.2657,977.563
building_height_res30_std_dev_25x25,float64,4174 (37.17%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,51.475822333858744,32.32988709658933,2.6560676,29.64315,42.949944,65.21587,217.98102
building_height_std_res30_std_dev_25x25,float64,4168 (37.12%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,15.040997352857778,13.036389104326403,0.1372274,6.931261,9.750924,19.24564,89.78151
building_year_res30_std_dev_25x25,float64,4173 (37.16%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,794.3187381182653,171.07296990021575,245.2676,715.84894,839.8235,932.87665,984.7161
var_res100_std_dev_25x25,float64,1346 (11.99%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,1.3967262761047288,0.6385738688686172,0.42799938,0.93394357,1.3564987,1.6037407,3.8012078
building_area_per_pixel_res100_std_dev_25x25,float64,1347 (12.00%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.14092385610383829,0.01905663888464544,0.09799589,0.12519675,0.14314155,0.15503311,0.1829427
